1446842	17
1414195	15
1480219	17
1438085	18
1506536	12
1443361	19
1549887	17
1422658	16
1509840	15
1417052	16
1443373	17
1471182	16
1412556	19
1421252	13
1445363	16
1689044	16
1478005	15
1447147	15
1707576	15
1648856	15
1469708	16
1442055	20
1523143	26
1440980	19
1707598	17
1597113	17
1707587	12
1443348	18
1482103	12
1444611	15
1437697	12
1442734	15
1707372	13
1738801	19
1533815	15
1707514	26
1707425	17
